first,last,team,year,games_played,min,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,reb,ast,stl,blk,turnover,pf,pts,fg_pct,fg3_pct,ft_pct
Steve,Nash,PHO,2011,62,31:36:00,4.76,8.95,0.89,2.27,2.05,2.29,0.42,2.58,3,10.71,0.61,0.13,3.69,0.85,12.45,0.532,0.39,0.894
Dwyane,Wade,MIA,2011,49,33:12:00,8.49,17.08,0.31,1.14,4.8,6.06,1.49,3.35,4.84,4.59,1.67,1.29,2.63,2.24,22.08,0.497,0.268,0.791
LeBron,James,MIA,2011,62,37:32:00,10.02,18.85,0.87,2.4,6.24,8.1,1.52,6.42,7.94,6.24,1.85,0.81,3.44,1.55,27.15,0.531,0.362,0.771
Dwight,Howard,ORL,2011,54,38:19:00,7.7,13.44,0,0.13,5.2,10.59,3.7,10.83,14.54,1.93,1.5,2.15,3.24,2.94,20.61,0.573,0,0.491
Carmelo,Anthony,NYK,2011,55,34:06:00,8.02,18.64,1.24,3.69,5.36,6.67,1.6,4.65,6.25,3.64,1.13,0.44,2.62,2.84,22.64,0.43,0.335,0.804
Derrick,Rose,CHI,2011,39,35:13:00,7.74,17.82,1.38,4.44,4.97,6.13,0.67,2.69,3.36,7.87,0.9,0.72,3.05,1.33,21.85,0.435,0.312,0.812
Chris,Bosh,MIA,2011,57,35:09:00,6.89,14.16,0.18,0.61,4.02,4.89,1.65,6.28,7.93,1.81,0.89,0.79,2.05,2.25,17.98,0.487,0.286,0.821
Deron,Williams,NJN,2011,55,36:20:00,7.11,17.47,2.09,6.22,4.67,5.55,0.42,2.91,3.33,8.75,1.22,0.36,3.98,2.2,20.98,0.407,0.336,0.843
Rajon,Rondo,BOS,2011,53,36:53:00,4.83,10.79,0.19,0.79,2.04,3.42,1.17,3.68,4.85,11.7,1.79,0.06,3.64,1.87,11.89,0.448,0.238,0.597
Andre,Iguodala,PHI,2011,62,35:36:00,4.63,10.19,1.23,3.11,1.95,3.16,0.9,5.24,6.15,5.47,1.73,0.48,1.85,1.48,12.44,0.454,0.394,0.617
Paul,Pierce,BOS,2011,61,34:01:00,6.46,14.59,1.64,4.48,4.8,5.64,0.61,4.59,5.2,4.49,1.15,0.43,2.84,2.41,19.36,0.443,0.366,0.852
Roy,Hibbert,IND,2011,65,29:48:00,5.11,10.28,0,0.02,2.62,3.68,3.28,5.52,8.8,1.66,0.49,1.97,1.97,3,12.83,0.497,0,0.711
Luol,Deng,CHI,2011,54,39:25:00,5.76,13.98,1.46,3.98,2.35,3.06,1.43,5.06,6.48,2.91,1.04,0.67,1.78,1.5,15.33,0.412,0.367,0.77
Kevin,Durant,OKC,2012,81,38:30:00,9.02,17.69,1.72,4.12,8.38,9.26,0.57,7.33,7.9,4.62,1.43,1.3,3.46,1.77,28.15,0.51,0.416,0.905
Kobe,Bryant,LAL,2012,78,38:38:00,9.46,20.45,1.69,5.22,6.73,8.03,0.85,4.71,5.55,6.01,1.36,0.32,3.68,2.22,27.35,0.463,0.324,0.839
Blake,Griffin,LAC,2012,80,32:26:00,7.21,13.4,0.06,0.35,3.51,5.33,2.33,5.95,8.28,3.74,1.21,0.63,2.31,2.89,18,0.538,0.179,0.66
Chris,Paul,LAC,2012,70,33:21:00,5.89,12.23,1.09,3.31,4.09,4.61,0.76,2.99,3.74,9.69,2.41,0.14,2.27,2.04,16.94,0.481,0.328,0.885
Dwight,Howard,LAL,2012,76,35:49:00,6.18,10.7,0.01,0.08,4.67,9.49,3.3,9.13,12.43,1.42,1.11,2.45,2.96,3.83,17.05,0.578,0.167,0.492
James,Harden,HOU,2012,78,38:16:00,7.5,17.14,2.29,6.23,8.64,10.15,0.79,4.06,4.86,5.83,1.82,0.49,3.78,2.28,25.94,0.438,0.368,0.851
Tony,Parker,SAS,2012,66,32:55:00,7.86,15.08,0.36,1.03,4.23,5,0.27,2.73,3,7.56,0.82,0.09,2.58,1.39,20.32,0.522,0.353,0.845
Russell,Westbrook,OKC,2012,82,34:53:00,8.21,18.72,1.18,3.66,5.61,7.01,1.35,3.87,5.22,7.4,1.77,0.29,3.33,2.3,23.21,0.438,0.323,0.8
David,Lee,GSW,2012,79,36:47:00,7.62,14.68,0,0.05,3.23,4.05,2.76,8.46,11.22,3.53,0.85,0.28,2.62,3.11,18.47,0.519,0,0.797
Zach,Randolph,MEM,2012,76,34:15:00,6.2,13.47,0.03,0.3,2.96,3.95,4.08,7.16,11.24,1.42,0.8,0.41,1.97,2.37,15.38,0.46,0.087,0.75
LaMarcus,Aldridge,POR,2012,74,37:40:00,8.62,17.81,0.03,0.19,3.81,4.7,2.36,6.69,9.05,2.59,0.84,1.23,1.93,2.53,21.08,0.484,0.143,0.81
Tim,Duncan,SAS,2012,69,30:08:00,7.1,14.14,0.03,0.1,3.55,4.35,1.8,8.14,9.94,2.67,0.72,2.65,2.13,1.7,17.78,0.502,0.286,0.817
Carmelo,Anthony,NYK,2012,67,37:02:00,9.99,22.22,2.34,6.18,6.34,7.64,2,4.87,6.87,2.55,0.78,0.48,2.61,3.06,28.66,0.449,0.379,0.83
LeBron,James,MIA,2012,76,37:51:00,10.07,17.82,1.36,3.34,5.3,7.04,1.28,6.75,8.03,7.25,1.7,0.88,2.97,1.45,26.79,0.565,0.406,0.753
Dwyane,Wade,MIA,2012,69,34:38:00,8.25,15.84,0.25,0.96,4.46,6.16,1.25,3.74,4.99,5.1,1.86,0.81,2.81,2.03,21.2,0.521,0.258,0.725
Chris,Bosh,MIA,2012,74,33:10:00,6.55,12.26,0.28,1,3.26,4.08,1.77,5,6.77,1.66,0.89,1.36,1.73,2.27,16.65,0.535,0.284,0.798
Kevin,Garnett,BOS,2012,68,29:44:00,6.21,12.5,0.03,0.24,2.32,2.96,1.1,6.69,7.79,2.34,1.15,0.91,1.62,2.26,14.76,0.496,0.125,0.786
Kyrie,Irving,CLE,2012,59,34:42:00,8.2,18.14,1.85,4.73,4.2,4.92,0.58,3.08,3.66,5.93,1.51,0.36,3.24,2.47,22.46,0.452,0.391,0.855
Paul,George,IND,2012,79,37:37:00,6.24,14.89,2.15,5.94,2.8,3.47,1.11,6.52,7.63,4.14,1.81,0.65,2.95,2.87,17.43,0.419,0.362,0.807
Luol,Deng,CHI,2012,75,38:41:00,6.21,14.57,1,3.11,3.07,3.76,2.16,4.19,6.35,2.96,1.08,0.43,1.92,1.4,16.49,0.426,0.322,0.816
Tyson,Chandler,NYK,2012,66,32:44:00,3.86,6.06,0,0,2.71,3.91,4.08,6.58,10.65,0.94,0.64,1.14,1.32,2.85,10.44,0.638,0,0.694
Joakim,Noah,CHI,2012,66,36:42:00,4.59,9.55,0,0.08,2.7,3.59,3.94,7.17,11.11,3.97,1.18,2.14,2.67,2.8,11.88,0.481,0,0.751
Jrue,Holiday,PHI,2012,78,37:30:00,7.12,16.51,1.17,3.17,2.33,3.1,1.14,3.08,4.22,8.01,1.58,0.41,3.74,2.18,17.73,0.431,0.368,0.752
Brook,Lopez,BRK,2012,74,30:26:00,7.7,14.78,0,0.01,4.01,5.3,2.81,4.11,6.92,0.95,0.45,2.08,1.77,2.05,19.42,0.521,0,0.758
Kyrie,Irving,CLE,2013,71,35:09:00,7.49,17.42,1.73,4.85,4.1,4.76,0.73,2.92,3.65,6.1,1.52,0.32,2.68,2.3,20.82,0.43,0.358,0.861
LeBron,James,MIA,2013,77,37:42:00,9.96,17.57,1.51,3.97,5.7,7.6,1.05,5.87,6.92,6.34,1.57,0.34,3.51,1.64,27.13,0.567,0.379,0.75
Paul,George,IND,2013,80,36:14:00,7.21,17.03,2.28,6.25,5.01,5.8,0.8,5.98,6.78,3.54,1.89,0.28,2.8,2.48,21.71,0.424,0.364,0.864
Carmelo,Anthony,NYK,2013,77,38:43:00,9.65,21.34,2.17,5.39,5.96,7.03,1.88,6.19,8.08,3.14,1.23,0.66,2.57,2.91,27.43,0.452,0.402,0.848
Dwyane,Wade,MIA,2013,54,32:52:00,7.69,14.09,0.17,0.59,3.5,4.78,1.11,3.35,4.46,4.67,1.46,0.54,2.98,1.96,19.04,0.545,0.281,0.733
Joakim,Noah,CHI,2013,80,35:13:00,4.75,10,0,0.03,3.09,4.19,3.53,7.73,11.25,5.39,1.24,1.51,2.43,3.06,12.59,0.475,0,0.737
John,Wall,WAS,2013,82,36:19:00,7.06,16.3,1.32,3.76,3.87,4.8,0.46,3.6,4.06,8.79,1.82,0.49,3.6,2.67,19.3,0.433,0.351,0.805
DeMar,DeRozan,TOR,2013,79,38:11:00,7.65,17.81,0.81,2.66,6.57,7.97,0.65,3.7,4.34,3.96,1.09,0.35,2.23,2.49,22.67,0.429,0.305,0.824
Paul,Millsap,ATL,2013,74,33:32:00,6.53,14.15,1.03,2.86,3.86,5.28,2.08,6.39,8.47,3.14,1.74,1.05,2.5,2.84,17.95,0.461,0.358,0.731
Roy,Hibbert,IND,2013,81,29:42:00,4.09,9.31,0.02,0.06,2.56,3.32,2.49,4.15,6.64,1.12,0.36,2.25,1.83,3.32,10.75,0.439,0.4,0.77
Chris,Bosh,MIA,2013,79,32:00:00,6.23,12.06,0.94,2.76,2.82,3.44,1.24,5.37,6.61,1.1,1.01,0.99,1.58,2.43,16.22,0.516,0.339,0.82
Joe,Johnson,BRK,2013,79,32:34:00,5.85,12.89,2.05,5.11,2.01,2.47,0.61,2.81,3.42,2.73,0.59,0.13,1.52,1.63,15.76,0.454,0.401,0.815
Kevin,Durant,OKC,2013,81,38:32:00,10.48,20.84,2.37,6.06,8.68,9.94,0.72,6.67,7.38,5.49,1.27,0.73,3.52,2.15,32.01,0.503,0.391,0.873
Kevin,Love,MIN,2013,77,36:19:00,8.44,18.45,2.47,6.56,6.75,8.22,2.91,9.6,12.51,4.43,0.77,0.45,2.55,1.77,26.1,0.457,0.376,0.821
Blake,Griffin,LAC,2013,80,35:48:00,8.98,16.99,0.15,0.55,6.03,8.43,2.4,7.06,9.46,3.86,1.15,0.64,2.8,3.31,24.13,0.528,0.273,0.715
Stephen,Curry,GSW,2013,78,36:28:00,8.36,17.73,3.35,7.88,3.95,4.46,0.59,3.69,4.28,8.54,1.64,0.18,3.77,2.49,24.01,0.471,0.424,0.885
James,Harden,HOU,2013,73,38:02:00,7.52,16.51,2.42,6.62,7.89,9.11,0.84,3.88,4.71,6.11,1.58,0.4,3.63,2.42,25.36,0.456,0.366,0.866
Chris,Paul,LAC,2013,62,35:00:00,6.55,14.03,1.26,3.42,4.76,5.56,0.61,3.71,4.32,10.69,2.48,0.06,2.34,2.53,19.11,0.467,0.368,0.855
Dwight,Howard,HOU,2013,71,33:44:00,6.66,11.27,0.03,0.1,4.92,8.99,3.25,8.94,12.2,1.85,0.85,1.8,3.23,3.38,18.27,0.591,0.286,0.547
LaMarcus,Aldridge,POR,2013,69,36:10:00,9.45,20.62,0.04,0.22,4.29,5.22,2.41,8.68,11.09,2.58,0.91,0.99,1.78,2.13,23.23,0.458,0.2,0.822
Tony,Parker,SAS,2013,68,29:23:00,6.71,13.44,0.37,0.99,2.9,3.57,0.25,2.03,2.28,5.71,0.53,0.13,2.22,1.26,16.68,0.499,0.373,0.811
Anthony,Davis,NOP,2013,67,35:11:00,7.79,15,0.03,0.13,5.19,6.57,3.09,6.96,10.04,1.57,1.33,2.82,1.63,2.99,20.81,0.519,0.222,0.791
Damian,Lillard,POR,2013,82,35:48:00,6.74,15.9,2.66,6.76,4.52,5.2,0.43,3.09,3.51,5.57,0.78,0.27,2.35,2.4,20.67,0.424,0.394,0.871
Dirk,Nowitzki,DAL,2013,80,32:50:00,7.91,15.91,1.64,4.11,4.23,4.7,0.5,5.73,6.23,2.7,0.91,0.56,1.46,2.06,21.69,0.497,0.398,0.899
James,Harden,HOU,2014,81,36:48:00,7.99,18.15,2.57,6.85,8.83,10.17,0.93,4.74,5.67,6.98,1.9,0.74,3.96,2.57,27.37,0.44,0.375,0.868
Stephen,Curry,GSW,2014,80,32:39:00,8.16,16.76,3.58,8.08,3.85,4.21,0.7,3.56,4.26,7.74,2.04,0.2,3.11,1.98,23.75,0.487,0.443,0.914
Marc,Gasol,MEM,2014,81,33:09:00,6.54,13.23,0.04,0.21,4.32,5.43,1.42,6.36,7.78,3.79,0.86,1.62,2.17,2.57,17.44,0.494,0.176,0.795
Klay,Thompson,GSW,2014,77,31:52:00,7.82,16.87,3.1,7.08,2.92,3.32,0.35,2.86,3.21,2.88,1.13,0.78,1.94,1.58,21.66,0.463,0.439,0.879
LaMarcus,Aldridge,POR,2014,71,35:22:00,9.28,19.93,0.52,1.48,4.31,5.1,2.49,7.73,10.23,1.75,0.68,0.96,1.72,1.76,23.39,0.466,0.352,0.845
Chris,Paul,LAC,2014,82,34:51:00,6.93,14.27,1.7,4.26,3.52,3.91,0.63,3.95,4.59,10.22,1.9,0.18,2.32,2.48,19.07,0.485,0.398,0.9
Russell,Westbrook,OKC,2014,67,34:21:00,9.36,21.96,1.28,4.3,8.15,9.76,1.85,5.43,7.28,8.57,2.09,0.21,4.37,2.75,28.15,0.426,0.299,0.835
DeMarcus,Cousins,SAC,2014,59,34:07:00,8.44,18.07,0.03,0.14,7.17,9.17,3.14,9.53,12.66,3.56,1.53,1.75,4.31,4.08,24.08,0.467,0.25,0.782
Damian,Lillard,POR,2014,82,35:39:00,7.2,16.59,2.39,6.98,4.2,4.85,0.6,4.01,4.61,6.18,1.18,0.26,2.71,2,20.98,0.434,0.343,0.864
Tim,Duncan,SAS,2014,77,28:52:00,5.44,10.64,0.03,0.09,2.99,4.04,2.21,6.94,9.14,2.99,0.82,1.96,1.7,2.14,13.9,0.512,0.286,0.74
Dirk,Nowitzki,DAL,2014,77,29:38:00,6.32,13.79,1.35,3.56,3.31,3.75,0.57,5.36,5.94,1.86,0.51,0.43,1.06,2.08,17.31,0.459,0.38,0.882
Kevin,Durant,OKC,2014,27,33:48:00,8.81,17.3,2.37,5.89,5.41,6.33,0.59,6,6.59,4.07,0.89,0.93,2.74,1.48,25.41,0.51,0.403,0.854
LeBron,James,CLE,2014,69,36:08:00,9.04,18.54,1.74,4.91,5.43,7.65,0.74,5.29,6.03,7.41,1.58,0.71,3.94,1.96,25.26,0.488,0.354,0.71
Carmelo,Anthony,NYK,2014,40,35:41:00,8.95,20.15,1.53,4.48,4.73,5.93,1.8,4.8,6.6,3.05,1,0.43,2.23,2.18,24.15,0.444,0.341,0.797
John,Wall,WAS,2014,79,35:54:00,6.57,14.76,0.82,2.75,3.59,4.58,0.46,4.18,4.63,10.03,1.75,0.57,3.85,2.28,17.56,0.445,0.3,0.785
Pau,Gasol,CHI,2014,78,34:22:00,7.31,14.78,0.15,0.33,3.77,4.69,2.82,8.96,11.78,2.69,0.32,1.88,2.03,1.88,18.54,0.494,0.462,0.803
Kyle,Lowry,TOR,2014,70,34:29:00,6.14,14.9,1.89,5.59,3.6,4.46,0.77,3.91,4.69,6.76,1.56,0.19,2.47,3.03,17.77,0.412,0.338,0.808
Kyrie,Irving,CLE,2014,75,36:23:00,7.71,16.47,2.09,5.04,4.2,4.87,0.73,2.43,3.16,5.19,1.52,0.27,2.48,1.95,21.71,0.468,0.415,0.863
Kyle,Korver,ATL,2014,75,32:15:00,3.89,8,2.95,5.99,1.41,1.57,0.2,3.85,4.05,2.61,0.69,0.56,1.43,1.87,12.15,0.487,0.492,0.898
Paul,Millsap,ATL,2014,73,32:44:00,6.07,12.74,1.05,2.96,3.49,4.62,1.9,5.9,7.81,3.05,1.78,0.95,2.27,2.75,16.68,0.476,0.356,0.757
Al,Horford,ATL,2014,76,30:29:00,6.83,12.7,0.14,0.47,1.41,1.86,1.72,5.43,7.16,3.21,0.89,1.29,1.32,1.59,15.21,0.538,0.306,0.759
Jeff,Teague,ATL,2014,73,30:31:00,5.59,12.15,0.97,2.84,3.77,4.37,0.41,2.11,2.52,7.03,1.71,0.42,2.81,1.9,15.92,0.46,0.343,0.862
Chris,Bosh,MIA,2014,44,35:21:00,7.8,16.93,1.43,3.82,4.07,5.27,1.05,6,7.05,2.16,0.93,0.57,2.16,1.57,21.09,0.46,0.375,0.772
Jimmy,Butler,CHI,2014,65,38:40:00,6.48,14.03,1.12,2.97,5.94,7.12,1.75,4.08,5.83,3.26,1.75,0.55,1.43,1.66,20.02,0.462,0.378,0.834
Stephen,Curry,GSW,2015,79,34:10:00,10.19,20.23,5.09,11.22,4.59,5.06,0.86,4.58,5.44,6.67,2.14,0.19,3.32,2.04,30.06,0.504,0.454,0.907
Kobe,Bryant,LAL,2015,66,28:13:00,6.03,16.86,2.02,7.08,3.52,4.26,0.62,3.12,3.74,2.79,0.94,0.2,1.95,1.74,17.59,0.358,0.285,0.826
Kawhi,Leonard,SAS,2015,72,33:02:00,7.65,15.14,1.79,4.04,4.06,4.64,1.32,5.53,6.85,2.58,1.78,0.99,1.46,1.85,21.15,0.506,0.443,0.874
Kevin,Durant,OKC,2015,72,35:48:00,9.69,19.18,2.58,6.68,6.21,6.92,0.63,7.56,8.18,5.01,0.96,1.18,3.47,1.9,28.18,0.505,0.387,0.898
Russell,Westbrook,OKC,2015,80,34:22:00,8.2,18.05,1.26,4.26,5.81,7.16,1.81,6.01,7.83,10.43,2.04,0.25,4.28,2.5,23.48,0.454,0.296,0.812
James,Harden,HOU,2015,82,38:06:00,8.66,19.72,2.88,8.01,8.78,10.21,0.77,5.34,6.11,7.46,1.7,0.62,4.56,2.79,28.98,0.439,0.359,0.86
Klay,Thompson,GSW,2015,80,33:19:00,8.14,17.33,3.45,8.13,2.41,2.76,0.44,3.39,3.83,2.08,0.75,0.61,1.73,1.9,22.14,0.47,0.425,0.873
Chris,Paul,LAC,2015,74,32:42:00,6.96,15.05,1.65,4.45,3.97,4.43,0.53,3.66,4.19,9.97,2.05,0.18,2.62,2.5,19.54,0.462,0.371,0.896
Anthony,Davis,NOP,2015,61,35:28:00,9.18,18.62,0.57,1.77,5.34,7.05,2.13,8.15,10.28,1.9,1.28,2.05,1.98,2.43,24.28,0.493,0.324,0.758
LaMarcus,Aldridge,SAS,2015,74,30:33:00,7.24,14.12,0,0.22,3.5,4.08,2.38,6.16,8.54,1.49,0.51,1.09,1.34,2.04,17.99,0.513,0,0.858
Draymond,Green,GSW,2015,81,34:40:00,4.95,10.11,1.23,3.19,2.83,4.06,1.65,7.84,9.49,7.38,1.47,1.4,3.2,2.96,13.96,0.49,0.388,0.696
DeMarcus,Cousins,SAC,2015,65,34:33:00,9.25,20.49,1.08,3.23,7.32,10.2,2.43,9.06,11.49,3.29,1.55,1.42,3.83,3.63,26.89,0.451,0.333,0.718
Kyle,Lowry,TOR,2015,77,37:01:00,6.65,15.56,2.75,7.1,5.17,6.38,0.71,4.03,4.74,6.42,2.05,0.44,2.92,2.74,21.22,0.427,0.388,0.811
Paul,George,IND,2015,81,34:48:00,7.47,17.89,2.59,6.99,5.6,6.52,0.98,5.98,6.95,4.06,1.88,0.36,3.27,2.84,23.14,0.418,0.371,0.86
Carmelo,Anthony,NYK,2015,72,35:08:00,7.88,18.15,1.46,4.31,4.64,5.6,1.36,6.36,7.72,4.15,0.86,0.53,2.44,2.5,21.85,0.434,0.339,0.829
Dwyane,Wade,MIA,2015,74,30:30:00,7.3,15.99,0.09,0.59,4.35,5.49,1.11,2.97,4.08,4.65,1.07,0.57,2.74,1.57,19.04,0.456,0.159,0.793
LeBron,James,CLE,2015,76,35:38:00,9.7,18.63,1.14,3.71,4.72,6.46,1.46,5.97,7.43,6.76,1.37,0.64,3.28,1.88,25.26,0.52,0.309,0.731
John,Wall,WAS,2015,77,36:09:00,7.43,17.52,1.49,4.26,3.53,4.47,0.55,4.38,4.92,10.25,1.88,0.77,4.13,2.06,19.88,0.424,0.351,0.791
Paul,Millsap,ATL,2015,81,32:40:00,6.19,13.16,0.91,2.86,3.81,5.04,2.44,6.59,9.04,3.27,1.81,1.72,2.36,2.93,17.1,0.47,0.319,0.757
Isaiah,Thomas,BOS,2015,82,32:14:00,7.21,16.85,2.04,5.67,5.78,6.63,0.56,2.4,2.96,6.21,1.11,0.11,2.68,2.04,22.23,0.428,0.359,0.871
DeMar,DeRozan,TOR,2015,78,35:56:00,7.87,17.65,0.6,1.78,7.12,8.37,0.82,3.65,4.47,4.04,1.04,0.27,2.24,2.14,23.46,0.446,0.338,0.85
Andre,Drummond,DET,2015,81,32:54:00,6.81,13.09,0.02,0.07,2.57,7.23,4.88,9.91,14.79,0.83,1.47,1.38,1.91,3.02,16.22,0.521,0.333,0.355
Pau,Gasol,CHI,2015,72,31:49:00,6.49,13.82,0.33,0.96,3.18,4.01,2.15,8.86,11.01,4.08,0.58,2.03,2.28,2.06,16.49,0.469,0.348,0.792
Al,Horford,ATL,2015,82,32:05:00,6.45,12.78,1.07,3.12,1.26,1.57,1.8,5.46,7.27,3.21,0.83,1.48,1.3,1.99,15.23,0.505,0.344,0.798
Anthony,Davis,NOP,2016,75,36:06:00,10.27,20.35,0.53,1.79,6.92,8.63,2.29,9.49,11.79,2.09,1.25,2.23,2.41,2.24,27.99,0.505,0.299,0.802
James,Harden,HOU,2016,81,36:22:00,8.32,18.93,3.23,9.33,9.21,10.88,1.17,6.96,8.14,11.2,1.49,0.47,5.73,2.65,29.09,0.44,0.347,0.847
Stephen,Curry,GSW,2016,79,33:23:00,8.54,18.27,4.1,9.99,4.11,4.58,0.77,3.7,4.47,6.63,1.8,0.22,3.03,2.32,25.3,0.468,0.411,0.898
Kevin,Durant,GSW,2016,62,33:23:00,8.89,16.55,1.89,5.03,5.42,6.19,0.63,7.65,8.27,4.84,1.06,1.6,2.23,1.89,25.08,0.537,0.375,0.875
Kawhi,Leonard,SAS,2016,74,33:26:00,8.59,17.73,1.99,5.23,6.34,7.2,1.08,4.73,5.81,3.51,1.8,0.74,2.08,1.65,25.51,0.485,0.38,0.88
Marc,Gasol,MEM,2016,74,34:12:00,7.19,15.68,1.41,3.62,3.76,4.49,0.81,5.46,6.27,4.57,0.91,1.34,2.24,2.31,19.54,0.459,0.388,0.837
Russell,Westbrook,OKC,2016,81,34:35:00,10.17,23.96,2.47,7.2,8.77,10.37,1.69,8.98,10.67,10.37,1.63,0.38,5.41,2.35,31.58,0.425,0.343,0.845
Klay,Thompson,GSW,2016,78,33:57:00,8.26,17.64,3.44,8.29,2.38,2.79,0.63,3.03,3.65,2.05,0.85,0.51,1.64,1.78,22.33,0.468,0.414,0.853
Gordon,Hayward,UTA,2016,73,34:27:00,7.47,15.84,2.04,5.12,4.96,5.88,0.67,4.73,5.4,3.45,1,0.27,1.92,1.6,21.93,0.471,0.398,0.844
Draymond,Green,GSW,2016,76,32:30:00,3.58,8.55,1.07,3.46,1.99,2.8,1.29,6.59,7.88,7.01,2.03,1.39,2.42,2.86,10.21,0.418,0.308,0.709
DeAndre,Jordan,LAC,2016,81,31:43:00,5.09,7.12,0,0.02,2.53,5.25,3.68,10.07,13.75,1.19,0.63,1.65,1.42,2.62,12.7,0.714,0,0.482
DeMarcus,Cousins,SAC,2016,72,34:14:00,8.99,19.89,1.82,5.04,7.18,9.31,2.11,8.92,11.03,4.61,1.39,1.29,3.74,3.86,26.97,0.452,0.361,0.772
DeMar,DeRozan,TOR,2016,74,35:24:00,9.74,20.88,0.45,1.68,7.36,8.74,0.95,4.27,5.22,3.92,1.05,0.18,2.43,1.81,27.3,0.467,0.266,0.842
Giannis,Antetokounmpo,MIL,2016,80,35:33:00,8.2,15.74,0.61,2.25,5.89,7.65,1.78,6.98,8.75,5.43,1.64,1.89,2.93,3.08,22.9,0.521,0.272,0.77
Kyrie,Irving,CLE,2016,72,35:03:00,9.32,19.72,2.46,6.13,4.13,4.56,0.72,2.47,3.19,5.81,1.15,0.33,2.5,2.18,25.22,0.473,0.401,0.905
LeBron,James,CLE,2016,74,37:45:00,9.95,18.16,1.68,4.62,4.84,7.18,1.31,7.32,8.64,8.73,1.24,0.59,4.09,1.81,26.41,0.548,0.363,0.674
Jimmy,Butler,CHI,2016,76,36:57:00,7.5,16.47,1.2,3.26,7.7,8.89,1.7,4.49,6.18,5.49,1.88,0.42,2.09,1.47,23.89,0.455,0.367,0.865
Paul,George,IND,2016,75,35:51:00,8.29,17.97,2.6,6.61,4.48,4.99,0.77,5.79,6.56,3.35,1.59,0.36,2.93,2.75,23.67,0.461,0.393,0.898
John,Wall,WAS,2016,78,36:21:00,8.29,18.4,1.14,3.49,5.41,6.76,0.76,3.42,4.18,10.65,2.01,0.63,4.13,1.94,23.14,0.451,0.327,0.801
Kemba,Walker,CHO,2016,79,34:40:00,8.14,18.34,3.04,7.62,3.85,4.54,0.57,3.33,3.9,5.49,1.08,0.28,2.13,1.51,23.16,0.444,0.399,0.847
Carmelo,Anthony,NYK,2016,74,34:17:00,8.14,18.77,2.04,5.69,4.11,4.93,0.84,5.08,5.92,2.88,0.81,0.46,2.07,2.68,22.42,0.433,0.359,0.833
Isaiah,Thomas,BOS,2016,76,33:48:00,8.97,19.38,3.22,8.5,7.76,8.54,0.55,2.13,2.68,5.89,0.92,0.17,2.76,2.2,28.93,0.463,0.379,0.909
Kyle,Lowry,TOR,2016,60,37:24:00,7.1,15.3,3.22,7.8,4.98,6.08,0.8,3.97,4.77,6.95,1.47,0.32,2.88,2.83,22.4,0.464,0.412,0.819
Paul,Millsap,ATL,2016,69,33:57:00,6.23,14.09,1.09,3.49,4.51,5.87,1.61,6.12,7.72,3.65,1.3,0.9,2.29,2.7,18.06,0.442,0.311,0.768
LeBron,James,CLE,2017,82,36:53:00,10.45,19.27,1.82,4.95,4.73,6.48,1.18,7.46,8.65,9.11,1.41,0.87,4.23,1.66,27.45,0.542,0.367,0.731
Kevin,Durant,GSW,2017,68,34:11:00,9.26,17.97,2.54,6.07,5.28,5.94,0.46,6.37,6.82,5.38,0.74,1.75,3.04,1.96,26.35,0.516,0.419,0.889
Russell,Westbrook,OKC,2017,80,36:25:00,9.46,21.09,1.21,4.08,5.21,7.08,1.9,8.15,10.05,10.25,1.84,0.25,4.76,2.5,25.35,0.449,0.298,0.737
Kyrie,Irving,BOS,2017,60,32:11:00,8.9,18.12,2.77,6.78,3.87,4.35,0.55,3.23,3.78,5.1,1.08,0.28,2.32,2.03,24.43,0.491,0.408,0.889
Anthony,Davis,NOP,2017,75,36:21:00,10.4,19.49,0.73,2.16,6.6,7.97,2.49,8.59,11.08,2.32,1.53,2.57,2.16,2.12,28.13,0.534,0.34,0.828
Paul,George,OKC,2017,79,36:35:00,7.29,16.96,3.09,7.71,4.28,5.2,0.91,4.75,5.66,3.33,2.04,0.49,2.68,2.95,21.95,0.43,0.401,0.822
Andre,Drummond,DET,2017,78,33:39:00,5.97,11.29,0,0.14,3.06,5.06,5.12,10.87,15.99,3.04,1.46,1.63,2.56,3.21,15.01,0.529,0,0.605
Bradley,Beal,WAS,2017,82,36:18:00,8.33,18.1,2.43,6.46,3.56,4.5,0.74,3.68,4.43,4.55,1.17,0.44,2.61,1.95,22.65,0.46,0.375,0.791
Victor,Oladipo,IND,2017,75,34:01:00,8.53,17.89,2.15,5.79,3.92,4.91,0.63,4.57,5.2,4.31,2.36,0.76,2.92,2.33,23.13,0.477,0.371,0.799
Kemba,Walker,CHO,2017,80,34:11:00,7.35,17.04,2.89,7.51,4.54,5.25,0.4,2.7,3.1,5.55,1.14,0.3,2.24,1.23,22.13,0.431,0.384,0.864
Goran,Dragic,MIA,2017,75,31:42:00,6.45,14.33,1.48,4,2.89,3.61,0.72,3.36,4.08,4.79,0.84,0.16,2.21,2.4,17.28,0.45,0.37,0.801
LaMarcus,Aldridge,SAS,2017,75,33:26:00,9.16,17.96,0.36,1.23,4.45,5.32,3.28,5.19,8.47,2.03,0.57,1.2,1.48,2.15,23.13,0.51,0.293,0.837
